readType	refseqid	row	juncpos5	juncpos3	num_CRC.42
3UTR	NM_001256726	53037	85875139	85875884	44
3UTR	NM_001256726	53037	85875976	85876140	2
3UTR	NM_001256727	53042	85875976	85876140	2
3UTR	NM_001256728	3321	85875976	85876140	2
3UTR	NM_001277372	55430	203067310	203069721	1
3UTR	NM_001278289	61859	210882283	210884393	19
3UTR	NM_001278549	40267	173460751	173462341	4
3UTR	NM_001282430	26788	74724905	74724713	1
3UTR	NM_001282431	58463	235404199	235404039	4
3UTR	NM_001282431	58463	235404372	235404257	1
3UTR	NM_001282710	40247	11318234	11318246	15
3UTR	NM_001282711	40254	11312171	11317863	6
3UTR	NM_001282711	40254	11315135	11317863	24
3UTR	NM_001282711	40254	11318234	11318246	15
3UTR	NM_001282712	32694	11312171	11317863	6
3UTR	NM_001282712	32694	11315135	11317863	24
3UTR	NM_001282712	32694	11318234	11318246	15
3UTR	NM_001282719	32631	20885307	20884683	2
3UTR	NM_001282720	32633	20885307	20884683	2
3UTR	NM_001282721	32632	20885307	20884683	2
3UTR	NM_001282722	32635	20885307	20884683	2
3UTR	NM_001282723	32634	20885307	20884683	2
3UTR	NM_001282723	32634	20901330	20886854	2
3UTR	NM_001282724	32637	20885307	20884683	2
3UTR	NM_001282724	32637	20901330	20886854	2
3UTR	NM_001282925	52596	204291992	204292219	1
3UTR	NM_001282926	52629	204291992	204292219	1
3UTR	NM_001282927	23211	204291992	204292219	1
3UTR	NM_001282932	52620	204291992	204292219	1
3UTR	NM_001282949	10854	232672332	232673131	1
3UTR	NM_001282950	10853	232672332	232673131	1
3UTR	NM_001282951	10852	232672332	232673131	1
3UTR	NM_001282952	10851	232672332	232673131	1
3UTR	NM_001282958	48246	233431924	233445614	6
3UTR	NM_001282958	48246	233439051	233445614	1
3UTR	NM_001282972	32091	242289618	242291382	52
3UTR	NM_001282973	57864	242289618	242291382	52
3UTR	NM_001284233	54894	144709549	144704702	1
3UTR	NM_001287503	25476	182787139	182794288	2
3UTR	NM_001287503	25476	182793005	182794288	35
3UTR	NM_001287504	25464	182787139	182794288	2
3UTR	NM_001287504	25464	182793005	182794288	35
3UTR	NM_001288838	55471	58373609	58386484	17
3UTR	NM_001288838	55471	58381937	58386484	1
3UTR	NM_001291328	30533	24358057	24392225	1
3UTR	NM_001291328	30533	24369956	24392225	1
3UTR	NM_001291328	30533	24387204	24392225	3
3UTR	NM_001291328	30533	24390552	24392225	2
3UTR	NM_001306158	12238	114399722	114400767	1
3UTR	NM_001306159	12237	114399722	114400767	1
3UTR	NM_001306160	30777	114399722	114400767	1
3UTR	NM_001306161	12236	114399722	114400767	1
3UTR	NM_001308042	30329	202025665	202028558	6
3UTR	NM_001308042	30329	202028807	202031877	1
3UTR	NM_001308042	30329	202028807	202036051	1
3UTR	NM_001308381	51792	232672332	232673131	1
3UTR	NM_001308824	6728	198285152	198283675	1
3UTR	NM_001316306	3319	173362828	173368819	7
3UTR	NM_001316306	3319	173366629	173368819	4
3UTR	NM_001319100	17586	65309843	65310773	3
3UTR	NM_001319101	17585	65309843	65310773	3
3UTR	NM_001320418	10929	99786013	99785933	15
3UTR	NM_001320589	48783	54365885	54531825	2
3UTR	NM_001320589	48783	54366069	54531825	1
3UTR	NM_001320833	7912	223423314	223423725	1
3UTR	NM_001320834	7911	223423314	223423725	1
3UTR	NM_001320903	36183	242617867	242615652	20
3UTR	NM_001320932	32830	25600268	25600177	1
3UTR	NM_001320933	32829	25600268	25600177	1
3UTR	NM_001320934	32828	25600268	25600177	1
3UTR	NM_001320935	32827	25600268	25600177	1
3UTR	NM_001320965	1420	242169248	242167825	1
3UTR	NM_001320966	8595	242169248	242167825	1
3UTR	NM_001321029	28071	242289618	242291382	52
3UTR	NM_001321030	28070	242289618	242291382	52
3UTR	NM_001321031	28069	242289618	242291382	52
3UTR	NM_001321032	28068	242289618	242291358	1
3UTR	NM_001321032	28068	242289618	242291382	52
3UTR	NM_001321033	7783	242289618	242291382	52
3UTR	NM_001321034	52044	242289618	242291382	52
3UTR	NM_001321035	19977	242289618	242291382	52
3UTR	NM_001321049	19014	190670480	190671149	1
3UTR	NM_001321210	6005	32239251	32237121	1
3UTR	NM_001321325	18039	27666928	27667056	8
3UTR	NM_001321357	36588	27664756	27664892	1
3UTR	NM_001321358	36587	27664756	27664892	1
3UTR	NM_001321359	36586	27664756	27664892	1
3UTR	NM_001321361	48710	27664756	27664892	1
3UTR	NM_001321362	43466	27664756	27664892	1
3UTR	NM_001321363	29307	27664756	27664892	1
3UTR	NM_001321468	21046	39971510	39964199	4
3UTR	NM_001321474	21042	39971510	39964199	4
3UTR	NM_001321475	21041	39971510	39964199	4
3UTR	NM_001321731	11017	72411204	72406590	2
3UTR	NM_001321743	38091	131810464	131810025	6
3UTR	NM_001321744	48692	131810464	131810025	6
3UTR	NM_001321745	58847	131810464	131810025	6
3UTR	NM_001321746	11966	131810464	131810025	6
3UTR	NM_001321747	11965	131810464	131810025	6
3UTR	NM_001321748	48690	131810464	131810025	6
3UTR	NM_001322101	62105	25040710	25042223	7
3UTR	NM_001322373	54240	37428869	37429006	19
3UTR	NM_001322373	54240	37428869	37429010	1
3UTR	NM_001322373	54240	37428869	37430393	1
3UTR	NM_001322373	54240	37428869	37431447	6
3UTR	NM_001322374	15586	37428869	37429006	19
3UTR	NM_001322374	15586	37428869	37429010	1
3UTR	NM_001322374	15586	37428869	37430393	1
3UTR	NM_001322374	15586	37428869	37431447	6
3UTR	NM_001322375	15585	37428869	37431447	6
3UTR	NM_001322376	27662	37428869	37429010	1
3UTR	NM_001322376	27662	37428869	37430393	1
3UTR	NM_001322376	27662	37428869	37431447	6
3UTR	NM_001329113	33134	28521358	28561317	19
3UTR	NM_001329113	33134	28533020	28561317	1
3UTR	NM_001329113	33134	28550314	28561317	2
3UTR	NM_001329114	33131	28521358	28561317	19
3UTR	NM_001329114	33131	28533020	28561317	1
3UTR	NM_001329114	33131	28550314	28561317	2
3UTR	NM_001330203	25641	233431924	233445614	6
3UTR	NM_001330203	25641	233439051	233445614	1
3UTR	NM_001330247	15560	178084042	178084136	103
3UTR	NM_001330251	15734	178084042	178084136	103
3UTR	NM_001330307	11374	120861664	120865740	2
3UTR	NM_001330314	12864	114475330	114472772	13
3UTR	NM_001330314	12864	114476731	114472772	5
3UTR	NM_001330315	55449	114475330	114472772	13
3UTR	NM_001330315	55449	114476731	114472772	5
3UTR	NM_001330459	50677	38525286	38523255	17
3UTR	NM_001330460	21405	38525286	38523255	17
3UTR	NM_001330461	21404	38525286	38523255	17
3UTR	NM_001330462	47169	38525286	38523255	17
3UTR	NM_001330463	47168	38525286	38523255	17
3UTR	NM_001346120	26383	233741157	233743162	3
3UTR	NM_001346120	26383	233741633	233743162	1
3UTR	NM_001346121	6536	233741157	233743162	3
3UTR	NM_001346121	6536	233741633	233743162	1
3UTR	NM_001346122	39626	233741157	233743162	3
3UTR	NM_001346122	39626	233741633	233743162	1
3UTR	NM_001349287	36302	242289618	242291382	52
3UTR	NM_001349288	36301	242289618	242291382	52
3UTR	NM_001349289	36300	242289618	242291358	1
3UTR	NM_001349289	36300	242289618	242291382	52
3UTR	NM_001349290	15773	242289618	242291382	52
3UTR	NM_001349291	15772	242289618	242291382	52
3UTR	NM_001349302	48724	242289618	242291382	52
3UTR	NM_001349304	37679	242289618	242291382	52
3UTR	NM_001349305	62125	242289618	242291382	52
3UTR	NM_001349306	35235	242289618	242291382	52
3UTR	NM_001349307	35234	242289618	242291382	52
3UTR	NM_001349308	29101	242289618	242291382	52
3UTR	NM_001349309	17677	242289618	242291382	52
3UTR	NM_001349310	7029	242289618	242291382	52
3UTR	NM_001349311	31543	242289618	242291382	52
3UTR	NM_001349312	31542	242289618	242291382	52
3UTR	NM_001349313	31541	242289618	242291382	52
3UTR	NM_001349314	31540	242289618	242291382	52
3UTR	NM_001349315	8857	242289618	242291382	52
3UTR	NM_001351381	51617	25600268	25600177	1
3UTR	NM_001351382	51616	25600268	25600177	1
3UTR	NM_001351383	51988	25600268	25600177	1
3UTR	NM_001351384	51987	25600268	25600177	1
3UTR	NM_001351385	238	25600268	25600177	1
3UTR	NM_001351386	14411	25600268	25600177	1
3UTR	NM_001351387	14410	25600268	25600177	1
3UTR	NM_001351388	34798	25600268	25600177	1
3UTR	NM_001351390	4705	25600268	25600177	1
3UTR	NM_001351392	17322	25600268	25600177	1
3UTR	NM_001351393	46246	25600268	25600177	1
3UTR	NM_001351394	17319	25600268	25600177	1
3UTR	NM_001351395	17318	25600268	25600177	1
3UTR	NM_001351520	57954	70454867	70451761	4
3UTR	NM_001351522	57952	70454867	70451761	4
3UTR	NM_001351559	58062	109473426	109492544	3
3UTR	NM_001351559	58062	109490045	109492544	1
3UTR	NM_001351561	58061	109473426	109492544	3
3UTR	NM_001351561	58061	109490045	109492544	1
3UTR	NM_001351590	22116	202025665	202028558	6
3UTR	NM_001351590	22116	202028807	202031877	1
3UTR	NM_001351590	22116	202028807	202036051	1
3UTR	NM_001351593	13209	202028807	202031877	1
3UTR	NM_001351593	13209	202028807	202036051	1
3UTR	NM_001351594	13208	202028807	202031877	1
3UTR	NM_001351594	13208	202028807	202036051	1
3UTR	NM_001353969	59876	74087278	74089330	45
3UTR	NM_001353970	13852	74087278	74089330	45
3UTR	NM_001353976	13851	74087278	74089330	45
3UTR	NM_001354347	24593	190615276	190611894	4
3UTR	NM_001354347	24593	190615276	190612057	2
3UTR	NM_001354347	24593	190617379	190612057	1
3UTR	NM_001354360	35976	144709549	144704702	1
3UTR	NM_001354405	55915	114399722	114400767	1
3UTR	NM_001354406	33218	114399722	114400767	1
3UTR	NM_001354407	33217	114399722	114400767	1
3UTR	NM_001354408	33216	114399722	114400767	1
3UTR	NM_001354409	17543	114399722	114400767	1
3UTR	NM_001354410	17544	114399722	114400767	1
3UTR	NM_001354412	50234	114399722	114400767	1
3UTR	NM_001354413	50581	114399722	114400767	1
3UTR	NM_001354414	51276	114399722	114400767	1
3UTR	NM_001354416	51591	114399722	114400767	1
3UTR	NM_001354418	51968	114399722	114400767	1
3UTR	NM_001354419	7798	114399722	114400767	1
3UTR	NM_001354421	52277	114399722	114400767	1
3UTR	NM_001354423	7799	114399722	114400767	1
3UTR	NM_001354424	27734	114399722	114400767	1
3UTR	NM_001354425	7598	114399722	114400767	1
3UTR	NM_001354426	7800	114399722	114400767	1
3UTR	NM_001354427	24953	114399722	114400767	1
3UTR	NM_001354428	54509	114399722	114400767	1
3UTR	NM_001354587	13591	97915910	97930066	5
3UTR	NM_001355251	51364	110969792	110969199	43
3UTR	NM_001809	19062	27016194	27016680	28
3UTR	NM_002166	27946	8823036	8823815	69
3UTR	NM_002398	32074	66795888	66798378	3
3UTR	NM_002518	47642	101609989	101612258	16
3UTR	NM_002518	47642	101611886	101612258	1
3UTR	NM_002610	20967	173460751	173462341	4
3UTR	NM_002709	60714	29025545	29025570	1
3UTR	NM_002807	10979	232035435	232037249	49
3UTR	NM_002823	12613	232417249	232577599	3
3UTR	NM_002823	12613	232577226	232577637	1
3UTR	NM_003352	19707	203071976	203071526	3
3UTR	NM_003761	28698	85806290	85808934	3
3UTR	NM_003761	28698	85808779	85808934	1
3UTR	NM_003761	28698	85808825	85808934	1
3UTR	NM_003879	3485	202028807	202031877	1
3UTR	NM_003879	3485	202028807	202036051	1
3UTR	NM_004404	34284	242289618	242291382	52
3UTR	NM_004899	1175	28521358	28561317	19
3UTR	NM_004899	1175	28533020	28561317	1
3UTR	NM_004899	1175	28550314	28561317	2
3UTR	NM_005336	17635	242169248	242167825	1
3UTR	NM_005544	29703	227659705	227600966	9
3UTR	NM_005737	31657	235404199	235404039	4
3UTR	NM_005737	31657	235404372	235404257	1
3UTR	NM_005737	31657	235404656	235404480	4
3UTR	NM_005759	44108	204291992	204292219	1
3UTR	NM_005911	35091	85770848	85771875	1
3UTR	NM_006155	62113	242289618	242291382	52
3UTR	NM_006464	31733	85552038	85545846	1
3UTR	NM_006590	54781	85875976	85876140	2
3UTR	NM_006736	10120	220149557	220150709	10
3UTR	NM_006857	51948	70131557	70131644	11
3UTR	NM_007046	56637	27308901	27308960	1
3UTR	NM_007082	43501	114399722	114400767	1
3UTR	NM_013392	9203	27664756	27664892	1
3UTR	NM_013412	54614	114399722	114400767	1
3UTR	NM_013952	46769	113977669	113976186	8
3UTR	NM_013953	29794	113977669	113976186	8
3UTR	NM_013992	35796	113977669	113976186	8
3UTR	NM_014362	7162	191069842	191069528	2
3UTR	NM_014369	48664	131130793	131132239	1
3UTR	NM_014369	48664	131132490	131132655	1
3UTR	NM_014614	54580	54093222	54092289	1
3UTR	NM_014614	54580	54093222	54092710	9
3UTR	NM_014911	50022	69689050	69688414	1
3UTR	NM_015147	43578	65309843	65310773	3
3UTR	NM_016441	39214	36627660	36776763	1
3UTR	NM_016622	29908	86437736	86439549	1
3UTR	NM_017727	8182	27258596	27264473	1
3UTR	NM_021907	31210	25600268	25600177	1
3UTR	NM_021925	26416	20885307	20884683	2
3UTR	NM_022353	31070	190615276	190611894	4
3UTR	NM_022374	3637	38525286	38523255	17
3UTR	NM_022730	51440	232672332	232673131	1
3UTR	NM_024322	24416	25040710	25042223	7
3UTR	NM_025181	14134	114475330	114472772	13
3UTR	NM_025181	14134	114476731	114472772	5
3UTR	NM_032144	34014	130453349	130740058	1
3UTR	NM_032494	35081	112988480	112974045	2
3UTR	NM_032976	59262	202074285	202082311	1
3UTR	NM_033147	54649	25600268	25600177	1
3UTR	NM_033148	23191	25600268	25600177	1
3UTR	NM_054033	43515	24283796	24285934	1
3UTR	NM_138622	13080	111907724	111921710	5
3UTR	NM_138623	13076	111907724	111921710	5
3UTR	NM_138624	13075	111878765	111907621	2
3UTR	NM_138624	13075	111881716	111907621	2
3UTR	NM_138624	13075	111887824	111907621	1
3UTR	NM_138624	13075	111907724	111921710	5
3UTR	NM_138625	13070	111878765	111907621	2
3UTR	NM_138625	13070	111881716	111907621	2
3UTR	NM_138625	13070	111887824	111907621	1
3UTR	NM_138625	13070	111907724	111921710	5
3UTR	NM_138637	59915	120012424	120020633	4
3UTR	NM_144711	46380	170606609	170606614	1
3UTR	NM_145212	26476	99812219	99813495	1
3UTR	NM_145212	26476	99812219	99813617	2
3UTR	NM_145236	36280	232263627	232264039	1
3UTR	NM_147223	20132	24985645	24991090	1
3UTR	NM_147223	20132	24991004	24991090	6
3UTR	NM_147223	20132	24991004	24991093	1
3UTR	NM_152386	20688	223423314	223423725	1
3UTR	NM_152391	64180	11318234	11318246	15
3UTR	NM_152945	8689	178990911	178994124	22
3UTR	NM_153712	47098	113286505	113289735	1
3UTR	NM_173074	26623	46818957	46808730	1
3UTR	NM_173074	26623	46819614	46808730	5
3UTR	NM_173853	20825	27666928	27667053	7
3UTR	NM_173853	20825	27666928	27667056	8
3UTR	NM_183360	25170	25600268	25600177	1
3UTR	NM_183361	38460	25600268	25600177	1
3UTR	NM_194247	21805	178084042	178084136	103
3UTR	NM_198047	55165	191069842	191069528	2
3UTR	NM_199192	59058	28521358	28561317	19
3UTR	NM_199192	59058	28533020	28561317	1
3UTR	NM_199192	59058	28550314	28561317	2
3UTR	NM_199193	57030	28521358	28561317	19
3UTR	NM_199193	57030	28533020	28561317	1
3UTR	NM_199193	57030	28550314	28561317	2
3UTR	NM_201594	2847	85663717	85663960	1
3UTR	NM_203346	11011	242169248	242167825	1
3UTR	NM_203463	28231	169518513	169630009	1
3UTR	NM_206876	24137	29025545	29025570	1
3UTR	NM_206895	18187	233741157	233743162	3
3UTR	NM_206895	18187	233741633	233743162	1
3UTR	NM_207003	23594	111907724	111921710	5
5UTR	NM_000183	69604	26467858	26477115	16
5UTR	NM_000408	68683	157293025	157332610	1
5UTR	NM_000534	68555	190649319	190656516	3
5UTR	NM_000576	69547	113594285	113593821	1
5UTR	NM_000634	69490	219031631	219029967	1
5UTR	NM_000817	69054	171673558	171675039	9
5UTR	NM_000817	69054	171673926	171675039	1
5UTR	NM_000877	68999	102770477	102774179	1
5UTR	NM_000888	68278	161057647	161056589	1
5UTR	NM_001001521	68129	64068366	64083440	26
5UTR	NM_001001521	68129	64069338	64083440	14
5UTR	NM_001002243	67993	64751746	64778577	1
5UTR	NM_001002257	67988	30670249	30748453	1
5UTR	NM_001002257	67988	30670270	30748453	1
5UTR	NM_001002257	67988	30682588	30748453	1
5UTR	NM_001002258	68032	176046384	176046194	94
5UTR	NM_001002756	68499	69646670	69642431	25
5UTR	NM_001002756	68499	69650714	69646736	24
5UTR	NM_001002756	68499	69659034	69646736	1
5UTR	NM_001002756	68499	69664493	69659137	4
5UTR	NM_001004720	67786	106433070	106471504	15
5UTR	NM_001004722	67785	106361595	106432887	4
5UTR	NM_001004722	67785	106362796	106432887	1
5UTR	NM_001004722	67785	106433070	106471504	15
5UTR	NM_001005369	68387	55493517	55491001	1
5UTR	NM_001005369	68387	55494705	55491001	3
5UTR	NM_001005369	68387	55494705	55493654	1
5UTR	NM_001005369	68387	55495714	55494771	6
5UTR	NM_001005369	68387	55495786	55494771	1
5UTR	NM_001005369	68387	55496305	55495875	8
5UTR	NM_001005476	68360	159313730	159389692	1
5UTR	NM_001005476	68360	159314819	159389692	1
5UTR	NM_001005753	67666	86769375	86756520	22
5UTR	NM_001005753	67666	86790427	86756520	2
5UTR	NM_001006622	68625	128568586	128528578	12
5UTR	NM_001006623	68624	128568586	128528578	12
5UTR	NM_001006635	67610	177134397	177134944	2
5UTR	NM_001006946	68287	20425023	20424847	3
5UTR	NM_001008410	67449	119981464	120003065	4
5UTR	NM_001008410	67449	119997006	120003065	1
5UTR	NM_001008489	67445	170551132	170551725	1
5UTR	NM_001008489	67445	170551251	170551725	3
5UTR	NM_001008489	67445	170551757	170553871	4
5UTR	NM_001008489	67445	170554041	170557456	1
5UTR	NM_001008491	68000	242255025	242263631	1
5UTR	NM_001008491	68000	242255397	242263631	13
5UTR	NM_001008491	68000	242255990	242263631	1
5UTR	NM_001008491	68000	242257014	242263631	2
5UTR	NM_001008491	68000	242259702	242263631	1
5UTR	NM_001008492	68511	242255025	242263631	1
5UTR	NM_001008492	68511	242255397	242263631	13
5UTR	NM_001008492	68511	242255990	242263631	1
5UTR	NM_001008492	68511	242257014	242263631	2
5UTR	NM_001008492	68511	242259702	242263631	1
5UTR	NM_001008910	67930	220110244	220110618	15
5UTR	NM_001008910	67930	220110518	220110618	3
5UTR	NM_001011	68002	3622940	3623182	15
5UTR	NM_001011	68002	3622940	3623191	12
5UTR	NM_001011	68002	3623038	3623182	1
5UTR	NM_001011708	67221	175094036	175087888	31
5UTR	NM_001011708	67221	175113180	175094179	2
5UTR	NM_001014972	66988	71559005	71575883	1
5UTR	NM_001015056	66960	74666678	74659793	3
5UTR	NM_001015056	66960	74667480	74659793	2
5UTR	NM_001015056	66960	74668833	74659793	19
5UTR	NM_001017927	66902	120124012	120097937	1
5UTR	NM_001017927	66902	120124366	120097547	9
5UTR	NM_001032281	65676	188418927	188368497	1
5UTR	NM_001033557	28016	44396413	44428325	13
5UTR	NM_001035507	66606	27274661	27275781	7
5UTR	NM_001035521	66165	27573181	27566445	1
5UTR	NM_001035521	66165	27579606	27566445	5
5UTR	NM_001037174	66586	152671653	152670830	8
5UTR	NM_001037663	66964	207024408	207024637	2
5UTR	NM_001037663	66964	207024408	207024683	9
5UTR	NM_001039492	24573	106013104	106002997	30
5UTR	NM_001039492	24573	106015299	106002997	21
5UTR	NM_001039492	24573	106015299	106013154	5
5UTR	NM_001039492	24573	106015427	106002997	10
5UTR	NM_001039492	24573	106015427	106013154	1
5UTR	NM_001039492	24573	106015679	106002997	2
5UTR	NM_001039550	39481	220144240	220144520	5
5UTR	NM_001042410	41338	220094622	220094950	8
5UTR	NM_001042467	59331	238395381	238396041	2
5UTR	NM_001042467	59331	238396080	238402046	37
5UTR	NM_001077269	66078	175547502	175450339	1
5UTR	NM_001079866	65488	219524466	219525662	8
5UTR	NM_001079866	65488	219525144	219525662	1
5UTR	NM_001080124	65831	202098277	202098739	1
5UTR	NM_001080124	65831	202098345	202098739	9
5UTR	NM_001080124	65831	202098835	202131184	1
5UTR	NM_001080475	56918	208890113	208866681	1
5UTR	NM_001080527	66316	128293407	128317275	5
5UTR	NM_001083112	58882	157293025	157332610	1
5UTR	NM_001100422	26722	201170883	201194154	1
5UTR	NM_001100422	26722	201171324	201194154	8
5UTR	NM_001100422	26722	201171645	201194154	4
5UTR	NM_001100422	26722	201194203	201253946	25
5UTR	NM_001100422	26722	201236974	201253946	2
5UTR	NM_001100422	26722	201242842	201253946	9
5UTR	NM_001100422	26722	201243094	201253946	24
5UTR	NM_001100422	26722	201248740	201253946	4
5UTR	NM_001100423	26721	201170883	201194154	1
5UTR	NM_001100423	26721	201171324	201194154	8
5UTR	NM_001100423	26721	201171645	201194154	4
5UTR	NM_001100423	26721	201194203	201253946	25
5UTR	NM_001100423	26721	201236974	201253946	2
5UTR	NM_001100423	26721	201242842	201253946	9
5UTR	NM_001100423	26721	201243094	201253946	24
5UTR	NM_001100423	26721	201248740	201253946	4
5UTR	NM_001100424	3123	201170883	201194154	1
5UTR	NM_001100424	3123	201171324	201194154	8
5UTR	NM_001100424	3123	201171645	201194154	4
5UTR	NM_001100424	3123	201194203	201253946	25
5UTR	NM_001100424	3123	201236974	201253946	2
5UTR	NM_001100424	3123	201242842	201253946	9
5UTR	NM_001100424	3123	201243094	201253946	24
5UTR	NM_001100424	3123	201248740	201253946	4
5UTR	NM_001100623	65036	131862971	131878507	20
5UTR	NM_001100623	65036	131865637	131878507	1
5UTR	NM_001103146	8414	233562102	233568134	2
5UTR	NM_001103146	8414	233568199	233599865	1
5UTR	NM_001103146	8414	233589401	233599865	1
5UTR	NM_001103147	58242	233562102	233568134	2
5UTR	NM_001103147	58242	233568199	233599865	1
5UTR	NM_001103147	58242	233589401	233599865	1
5UTR	NM_001103148	47480	233568199	233599865	1
5UTR	NM_001103148	47480	233589401	233599865	1
5UTR	NM_001104586	47626	203777047	203782600	1
5UTR	NM_001104586	47626	203777837	203782600	2
5UTR	NM_001104586	47626	203782766	203806583	1
5UTR	NM_001105	64974	158674897	158656012	2
5UTR	NM_001105	64974	158732308	158656012	1
5UTR	NM_001105	64974	158732308	158675071	2
5UTR	NM_001105198	65006	120436801	120438408	5
5UTR	NM_001105198	65006	120436852	120438408	1
5UTR	NM_001105198	65006	120437193	120438408	2
5UTR	NM_001105199	65005	120436801	120438408	5
5UTR	NM_001105199	65005	120436852	120438408	1
5UTR	NM_001105199	65005	120437193	120438408	2
5UTR	NM_001111067	65329	158674897	158656012	2
5UTR	NM_001111067	65329	158732308	158656012	1
5UTR	NM_001111067	65329	158732308	158675071	2
5UTR	NM_001114132	65086	203879705	203880879	1
5UTR	NM_001115016	66775	97304020	97302922	1
5UTR	NM_001122634	46673	211459330	211460211	1
5UTR	NM_001127183	30573	201981204	201994452	16
5UTR	NM_001127183	30573	201983624	201994452	1
5UTR	NM_001127184	19592	201981204	201994452	16
5UTR	NM_001127184	19592	201983624	201994452	1
5UTR	NM_001127207	32885	217277371	217278579	1
5UTR	NM_001127207	32885	217277521	217278579	2
5UTR	NM_001127207	32885	217278615	217279370	3
5UTR	NM_001127257	18335	196522005	196544756	2
5UTR	NM_001127395	64887	208489989	208489128	1
5UTR	NM_001127399	16664	30369928	30379494	18
5UTR	NM_001127399	16664	30371407	30379494	1
5UTR	NM_001127400	49618	30369928	30379494	18
5UTR	NM_001127400	49618	30371407	30379494	1
5UTR	NM_001127401	56793	30369928	30379494	18
5UTR	NM_001127401	56793	30371407	30379494	1
5UTR	NM_001128143	38253	190649319	190656516	3
5UTR	NM_001128144	49371	190649319	190656516	3
5UTR	NM_001128150	24157	190647740	190647328	5
5UTR	NM_001128150	24157	190648995	190647328	3
5UTR	NM_001128212	42769	160143094	160139604	1
5UTR	NM_001128213	42768	160143094	160139604	1
5UTR	NM_001128928	24106	191208687	191224765	4
5UTR	NM_001129993	28244	61293162	61295984	1
5UTR	NM_001129993	28244	61296120	61297477	3
5UTR	NM_001130009	626	17935612	17941196	1
5UTR	NM_001130158	29934	192110352	192141613	3
5UTR	NM_001130480	53363	58273956	58275962	3
5UTR	NM_001130480	53363	58274003	58275962	8
5UTR	NM_001130480	53363	58274263	58275962	1
5UTR	NM_001130481	53364	58273956	58275962	3
5UTR	NM_001130481	53364	58274003	58275962	8
5UTR	NM_001130481	53364	58274263	58275962	1
