readType	refseqid	row	juncpos5	juncpos3	num_NC.41
3UTR	NM_001320589	48783	54494502	54531825	1
3UTR	NM_001320903	36183	242617867	242615652	1
3UTR	NM_001320965	1420	242169248	242167825	1
3UTR	NM_001320966	8595	242169248	242167825	1
3UTR	NM_001321029	28071	242289618	242291382	78
3UTR	NM_001321030	28070	242289618	242291382	78
3UTR	NM_001321031	28069	242289618	242291382	78
3UTR	NM_001321032	28068	242289618	242291358	4
3UTR	NM_001321032	28068	242289618	242291382	78
3UTR	NM_001321033	7783	242289618	242291382	78
3UTR	NM_001321034	52044	242289618	242291382	78
3UTR	NM_001321035	19977	242289618	242291382	78
3UTR	NM_001321109	30938	220047309	220048002	1
3UTR	NM_001321110	12543	220047309	220048002	1
3UTR	NM_001321468	21046	39971510	39964199	3
3UTR	NM_001321474	21042	39971510	39964199	3
3UTR	NM_001321475	21041	39971510	39964199	3
3UTR	NM_001321499	12144	110302962	110301901	2
3UTR	NM_001321499	12144	110303627	110301901	2
3UTR	NM_001321499	12144	110303627	110302668	1
3UTR	NM_001321500	12143	110302962	110301901	2
3UTR	NM_001321500	12143	110303627	110301901	2
3UTR	NM_001321500	12143	110303627	110302668	1
3UTR	NM_001321501	60520	110302962	110301901	2
3UTR	NM_001321501	60520	110303627	110301901	2
3UTR	NM_001321501	60520	110303627	110302668	1
3UTR	NM_001321502	60519	110302962	110301901	2
3UTR	NM_001321502	60519	110303627	110301901	2
3UTR	NM_001321502	60519	110303627	110302668	1
3UTR	NM_001321503	44407	110302962	110301901	2
3UTR	NM_001321503	44407	110303627	110301901	2
3UTR	NM_001321503	44407	110303627	110302668	1
3UTR	NM_001321504	44406	110302962	110301901	2
3UTR	NM_001321504	44406	110303627	110301901	2
3UTR	NM_001321504	44406	110303627	110302668	1
3UTR	NM_001321507	25185	110302962	110301901	2
3UTR	NM_001321507	25185	110303627	110301901	2
3UTR	NM_001321507	25185	110303627	110302668	1
3UTR	NM_001321508	25184	110302962	110301901	2
3UTR	NM_001321508	25184	110303627	110301901	2
3UTR	NM_001321508	25184	110303627	110302668	1
3UTR	NM_001321511	57583	110302962	110301901	2
3UTR	NM_001321511	57583	110303627	110301901	2
3UTR	NM_001321511	57583	110303627	110302668	1
3UTR	NM_001321512	25161	110302962	110301901	2
3UTR	NM_001321512	25161	110303627	110301901	2
3UTR	NM_001321512	25161	110303627	110302668	1
3UTR	NM_001321513	25160	110302962	110301901	2
3UTR	NM_001321513	25160	110303627	110301901	2
3UTR	NM_001321513	25160	110303627	110302668	1
3UTR	NM_001321731	11017	72411204	72406590	1
3UTR	NM_001321743	38091	131810464	131810025	17
3UTR	NM_001321744	48692	131810464	131810025	17
3UTR	NM_001321745	58847	131810464	131810025	17
3UTR	NM_001321746	11966	131810464	131810025	17
3UTR	NM_001321747	11965	131810464	131810025	17
3UTR	NM_001321748	48690	131810464	131810025	17
3UTR	NM_001322101	62105	25040710	25042223	1
3UTR	NM_001322211	62090	38244378	38244721	1
3UTR	NM_001322373	54240	37428869	37429006	24
3UTR	NM_001322373	54240	37428869	37431447	6
3UTR	NM_001322374	15586	37428869	37429006	24
3UTR	NM_001322374	15586	37428869	37431447	6
3UTR	NM_001322375	15585	37428869	37431447	6
3UTR	NM_001322376	27662	37428869	37431447	6
3UTR	NM_001329113	33134	28521358	28561317	6
3UTR	NM_001329113	33134	28533020	28561317	2
3UTR	NM_001329113	33134	28550314	28561317	4
3UTR	NM_001329114	33131	28521358	28561317	6
3UTR	NM_001329114	33131	28533020	28561317	2
3UTR	NM_001329114	33131	28550314	28561317	4
3UTR	NM_001330156	16999	229890288	229889615	1
3UTR	NM_001330157	16998	229890288	229889615	1
3UTR	NM_001330158	60704	229890288	229889615	1
3UTR	NM_001330196	60654	239355296	239358766	1
3UTR	NM_001330203	25641	233431924	233445614	4
3UTR	NM_001330203	25641	233439051	233445614	7
3UTR	NM_001330247	15560	178084042	178084136	37
3UTR	NM_001330247	15560	178086704	178086788	1
3UTR	NM_001330248	24685	178086704	178086788	1
3UTR	NM_001330249	15736	178086704	178086788	1
3UTR	NM_001330250	15735	178086704	178086788	1
3UTR	NM_001330251	15734	178084042	178084136	37
3UTR	NM_001330251	15734	178086704	178086788	1
3UTR	NM_001330314	12864	114475330	114472772	2
3UTR	NM_001330315	55449	114475330	114472772	2
3UTR	NM_001330459	50677	38525286	38523255	21
3UTR	NM_001330460	21405	38525286	38523255	21
3UTR	NM_001330461	21404	38525286	38523255	21
3UTR	NM_001330462	47169	38525286	38523255	21
3UTR	NM_001330463	47168	38525286	38523255	21
3UTR	NM_001348738	53569	8867017	8865729	1
3UTR	NM_001348739	27171	8867017	8865729	1
3UTR	NM_001348741	46758	8867017	8865729	1
3UTR	NM_001348743	14740	8867017	8865729	1
3UTR	NM_001349287	36302	242289618	242291382	78
3UTR	NM_001349288	36301	242289618	242291382	78
3UTR	NM_001349289	36300	242289618	242291358	4
3UTR	NM_001349289	36300	242289618	242291382	78
3UTR	NM_001349290	15773	242289618	242291382	78
3UTR	NM_001349291	15772	242289618	242291382	78
3UTR	NM_001349302	48724	242289618	242291382	78
3UTR	NM_001349304	37679	242289618	242291382	78
3UTR	NM_001349305	62125	242289618	242291382	78
3UTR	NM_001349306	35235	242289618	242291382	78
3UTR	NM_001349307	35234	242289618	242291382	78
3UTR	NM_001349308	29101	242289618	242291382	78
3UTR	NM_001349309	17677	242289618	242291382	78
3UTR	NM_001349310	7029	242289618	242291382	78
3UTR	NM_001349311	31543	242289618	242291382	78
3UTR	NM_001349312	31542	242289618	242291382	78
3UTR	NM_001349313	31541	242289618	242291382	78
3UTR	NM_001349314	31540	242289618	242291382	78
3UTR	NM_001349315	8857	242289618	242291382	78
3UTR	NM_001351520	57954	70452460	70451761	2
3UTR	NM_001351520	57954	70452597	70451761	1
3UTR	NM_001351520	57954	70454867	70451761	5
3UTR	NM_001351522	57952	70452460	70451761	2
3UTR	NM_001351522	57952	70452597	70451761	1
3UTR	NM_001351522	57952	70454867	70451761	5
3UTR	NM_001351590	22116	202025665	202028558	9
3UTR	NM_001351590	22116	202027829	202028558	1
3UTR	NM_001351590	22116	202028807	202031877	6
3UTR	NM_001351593	13209	202028807	202031877	6
3UTR	NM_001351594	13208	202028807	202031877	6
3UTR	NM_001353969	59876	74087278	74089330	14
3UTR	NM_001353970	13852	74087278	74089330	14
3UTR	NM_001353976	13851	74087278	74089330	14
3UTR	NM_001354347	24593	190615276	190611894	1
3UTR	NM_001354347	24593	190615276	190612057	2
3UTR	NM_001354347	24593	190617379	190612057	1
3UTR	NM_001354360	35976	144709549	144704702	3
3UTR	NM_001354405	55915	114399685	114400767	1
3UTR	NM_001354405	55915	114399722	114400767	1
3UTR	NM_001354406	33218	114399685	114400767	1
3UTR	NM_001354406	33218	114399722	114400767	1
3UTR	NM_001354407	33217	114399685	114400767	1
3UTR	NM_001354407	33217	114399722	114400767	1
3UTR	NM_001354408	33216	114399685	114400767	1
3UTR	NM_001354408	33216	114399722	114400767	1
3UTR	NM_001354409	17543	114399685	114400767	1
3UTR	NM_001354409	17543	114399722	114400767	1
3UTR	NM_001354410	17544	114399685	114400767	1
3UTR	NM_001354410	17544	114399722	114400767	1
3UTR	NM_001354412	50234	114399685	114400767	1
3UTR	NM_001354412	50234	114399722	114400767	1
3UTR	NM_001354413	50581	114399685	114400767	1
3UTR	NM_001354413	50581	114399722	114400767	1
3UTR	NM_001354414	51276	114399685	114400767	1
3UTR	NM_001354414	51276	114399722	114400767	1
3UTR	NM_001354416	51591	114399685	114400767	1
3UTR	NM_001354416	51591	114399722	114400767	1
3UTR	NM_001354418	51968	114399685	114400767	1
3UTR	NM_001354418	51968	114399722	114400767	1
3UTR	NM_001354419	7798	114399685	114400767	1
3UTR	NM_001354419	7798	114399722	114400767	1
3UTR	NM_001354421	52277	114399685	114400767	1
3UTR	NM_001354421	52277	114399722	114400767	1
3UTR	NM_001354423	7799	114399685	114400767	1
3UTR	NM_001354423	7799	114399722	114400767	1
3UTR	NM_001354424	27734	114399685	114400767	1
3UTR	NM_001354424	27734	114399722	114400767	1
3UTR	NM_001354425	7598	114399685	114400767	1
3UTR	NM_001354425	7598	114399722	114400767	1
3UTR	NM_001354426	7800	114399685	114400767	1
3UTR	NM_001354426	7800	114399722	114400767	1
3UTR	NM_001354427	24953	114399685	114400767	1
3UTR	NM_001354427	24953	114399722	114400767	1
3UTR	NM_001354428	54509	114399685	114400767	1
3UTR	NM_001354428	54509	114399722	114400767	1
3UTR	NM_001354587	13591	97915910	97930066	4
3UTR	NM_001355251	51364	110969792	110969199	18
3UTR	NM_001809	19062	27016194	27016680	1
3UTR	NM_001927	14527	220064143	220290736	1
3UTR	NM_001927	14527	220159275	220290738	1
3UTR	NM_002166	27946	8823036	8823815	157
3UTR	NM_002398	32074	66795888	66798378	9
3UTR	NM_002398	32074	66796277	66798378	26
3UTR	NM_002398	32074	66798193	66798378	1
3UTR	NM_002518	47642	101609989	101612258	4
3UTR	NM_002807	10979	232030731	232037249	1
3UTR	NM_002807	10979	232035435	232037249	32
3UTR	NM_003352	19707	203071976	203071526	1
3UTR	NM_003659	7592	178403218	178403257	1
3UTR	NM_003879	3485	202028807	202031877	6
3UTR	NM_004040	38404	20437955	20647967	1
3UTR	NM_004040	38404	20648386	20648410	1
3UTR	NM_004379	60522	208462207	208463804	2
3UTR	NM_004404	34284	242289618	242291382	78
3UTR	NM_004438	13457	222289929	222285272	2
3UTR	NM_004522	1859	149868197	149879592	5
3UTR	NM_004899	1175	28521358	28561317	6
3UTR	NM_004899	1175	28533020	28561317	2
3UTR	NM_004899	1175	28550314	28561317	4
3UTR	NM_005019	45163	183011763	183007765	3
3UTR	NM_005336	17635	242169248	242167825	1
3UTR	NM_005544	29703	227659705	227600966	11
3UTR	NM_005876	32534	220357731	220357847	1
3UTR	NM_006055	3981	211300111	211296559	2
3UTR	NM_006155	62113	242289618	242291382	78
3UTR	NM_006464	31733	85552038	85549793	2
3UTR	NM_006590	54781	85875976	85876140	2
3UTR	NM_006736	10120	220149557	220150709	13
3UTR	NM_006857	51948	70131557	70131644	8
3UTR	NM_006873	35604	48818994	48824446	4
3UTR	NM_007082	43501	114399685	114400767	1
3UTR	NM_007082	43501	114399722	114400767	1
3UTR	NM_012205	40168	42994547	42994287	1
3UTR	NM_013412	54614	114399685	114400767	1
3UTR	NM_013412	54614	114399722	114400767	1
3UTR	NM_014553	26358	122168442	121981761	2
3UTR	NM_014607	54583	136540453	136541079	1
3UTR	NM_014614	54580	54093222	54092710	8
3UTR	NM_014748	47115	27600304	27600309	1
3UTR	NM_014911	50022	69732701	69693683	1
3UTR	NM_015131	17577	28961731	29170731	1
3UTR	NM_015147	43578	65309843	65310773	12
3UTR	NM_016510	57972	239007201	239007230	1
3UTR	NM_017933	2110	229890288	229889615	1
3UTR	NM_018084	27826	55518812	55518300	2
3UTR	NM_021141	27913	217070441	217070884	1
3UTR	NM_021925	26416	20885307	20884683	2
3UTR	NM_022353	31070	190615276	190611894	1
3UTR	NM_022374	3637	38525286	38523255	21
3UTR	NM_024293	15357	220047309	220048002	1
3UTR	NM_024322	24416	25040710	25042223	1
3UTR	NM_025181	14134	114475330	114472772	2
3UTR	NM_032329	34972	242667360	242667915	1
3UTR	NM_032995	5634	131803019	131803611	8
3UTR	NM_033109	13413	55863447	55862713	1
3UTR	NM_054033	43515	24283796	24285934	4
3UTR	NM_133478	14240	74448561	74445919	1
3UTR	NM_134442	28860	208462207	208463804	2
3UTR	NM_138622	13080	111907724	111921710	1
3UTR	NM_138623	13076	111907724	111921710	1
3UTR	NM_138624	13075	111881716	111907621	1
3UTR	NM_138624	13075	111907724	111921710	1
3UTR	NM_138625	13070	111881716	111907621	1
3UTR	NM_138625	13070	111907724	111921710	1
3UTR	NM_138637	59915	120012424	120020633	1
3UTR	NM_147223	20132	24985645	24991090	4
3UTR	NM_147223	20132	24985645	24991093	2
3UTR	NM_147223	20132	24991004	24991090	7
3UTR	NM_147223	20132	24991004	24991093	5
3UTR	NM_152945	8689	178990911	178994124	4
3UTR	NM_153712	47098	113278002	113289735	1
3UTR	NM_172101	56199	87072045	87042841	1
3UTR	NM_173074	26623	46815214	46808730	4
3UTR	NM_173074	26623	46819614	46808730	1
3UTR	NM_173853	20825	27666928	27667053	2
3UTR	NM_194247	21805	178084042	178084136	37
3UTR	NM_194247	21805	178086704	178086788	1
3UTR	NM_198581	63894	113089859	113091554	3
3UTR	NM_199192	59058	28521358	28561317	6
3UTR	NM_199192	59058	28533020	28561317	2
3UTR	NM_199192	59058	28550314	28561317	4
3UTR	NM_199193	57030	28521358	28561317	6
3UTR	NM_199193	57030	28533020	28561317	2
3UTR	NM_199193	57030	28550314	28561317	4
3UTR	NM_203346	11011	242169248	242167825	1
3UTR	NM_207003	23594	111907724	111921710	1
5UTR	NM_000104	69939	38302923	38302532	4
5UTR	NM_000183	69604	26467858	26477115	39
5UTR	NM_000408	68683	157292316	157332610	2
5UTR	NM_000408	68683	157293025	157332610	2
5UTR	NM_000534	68555	190649319	190656516	3
5UTR	NM_000867	69010	231989686	231988844	1
5UTR	NM_000877	68999	102721332	102770401	2
5UTR	NM_000877	68999	102759480	102770401	6
5UTR	NM_000877	68999	102770477	102774179	6
5UTR	NM_001001521	68129	64068366	64083440	60
5UTR	NM_001001521	68129	64069338	64083440	4
5UTR	NM_001001521	68129	64069733	64083440	4
5UTR	NM_001001664	68875	139259689	139307727	10
5UTR	NM_001002243	67993	64751746	64778577	8
5UTR	NM_001002257	67988	30670249	30748453	1
5UTR	NM_001002258	68032	176046384	176046194	57
5UTR	NM_001002756	68499	69646670	69642431	33
5UTR	NM_001002756	68499	69650714	69646736	16
5UTR	NM_001002756	68499	69659034	69646736	6
5UTR	NM_001002756	68499	69664493	69659137	2
5UTR	NM_001002756	68499	69670138	69659137	1
5UTR	NM_001002919	67939	288553	287892	1
5UTR	NM_001004720	67786	106433070	106471504	28
5UTR	NM_001004720	67786	106433070	106471507	1
5UTR	NM_001004722	67785	106361595	106432887	10
5UTR	NM_001004722	67785	106366629	106432887	1
5UTR	NM_001004722	67785	106433070	106471504	28
5UTR	NM_001004722	67785	106433070	106471507	1
5UTR	NM_001005369	68387	55494705	55491001	3
5UTR	NM_001005369	68387	55494705	55493654	1
5UTR	NM_001005369	68387	55495714	55494771	5
5UTR	NM_001005369	68387	55496305	55495875	2
5UTR	NM_001005476	68360	159313730	159389692	5
5UTR	NM_001005739	68676	64246072	64211153	2
5UTR	NM_001005753	67666	86769375	86756520	30
5UTR	NM_001005753	67666	86790427	86756520	1
5UTR	NM_001006622	68625	128568586	128528578	12
5UTR	NM_001006623	68624	128568586	128528578	12
5UTR	NM_001006635	67610	177134397	177134944	4
5UTR	NM_001006636	68295	144969082	144966371	1
5UTR	NM_001008387	31689	79252899	79253209	1
5UTR	NM_001008410	67449	119997006	120003065	1
5UTR	NM_001008489	67445	170551132	170551725	2
5UTR	NM_001008489	67445	170551251	170551725	2
5UTR	NM_001008489	67445	170551757	170553871	6
5UTR	NM_001008489	67445	170554041	170557456	3
5UTR	NM_001008489	67445	170554492	170557456	1
5UTR	NM_001008491	68000	242255025	242263631	7
5UTR	NM_001008491	68000	242255397	242256914	2
5UTR	NM_001008491	68000	242255397	242263631	44
5UTR	NM_001008491	68000	242257014	242263631	6
5UTR	NM_001008492	68511	242255025	242263631	7
5UTR	NM_001008492	68511	242255397	242263631	44
5UTR	NM_001008492	68511	242257014	242263631	6
5UTR	NM_001008910	67930	220110244	220110618	9
5UTR	NM_001008910	67930	220110518	220110618	1
5UTR	NM_001009993	67327	131849382	131840230	2
5UTR	NM_001009993	67327	131850409	131840230	1
5UTR	NM_001009993	67327	131850787	131840230	8
5UTR	NM_001011	68002	3622940	3623182	3
5UTR	NM_001011	68002	3622940	3623191	4
5UTR	NM_001011	68002	3623038	3623182	2
5UTR	NM_001011	68002	3623038	3623191	1
5UTR	NM_001011708	67221	175094036	175087888	13
5UTR	NM_001014972	66988	71558995	71575883	2
5UTR	NM_001014972	66988	71559005	71575883	1
5UTR	NM_001015056	66960	74667480	74659793	1
5UTR	NM_001015056	66960	74668833	74659793	1
5UTR	NM_001017371	67745	174829133	174828611	2
5UTR	NM_001017396	67565	95842004	95843228	4
5UTR	NM_001017927	66902	120097735	120097547	1
5UTR	NM_001017927	66902	120124366	120097547	6
5UTR	NM_001024680	66548	68694343	68693602	1
5UTR	NM_001031738	66337	85829730	85829187	1
5UTR	NM_001032281	65676	188378343	188368497	1
5UTR	NM_001032281	65676	188394091	188368497	2
5UTR	NM_001032281	65676	188409231	188368497	1
5UTR	NM_001032281	65676	188418927	188368497	10
5UTR	NM_001033045	66278	175347738	175346715	3
5UTR	NM_001033045	66278	175351601	175346715	2
5UTR	NM_001033045	66278	175351601	175347886	1
5UTR	NM_001033557	28016	44396413	44428325	7
5UTR	NM_001035507	66606	27274661	27275781	6
5UTR	NM_001035521	66165	27573181	27566445	1
5UTR	NM_001035521	66165	27578954	27566445	1
5UTR	NM_001035521	66165	27579606	27566445	3
5UTR	NM_001037174	66586	152671653	152670830	10
5UTR	NM_001037663	66964	207024408	207024637	1
5UTR	NM_001037663	66964	207024408	207024683	9
5UTR	NM_001039348	66927	56150034	56149582	7
5UTR	NM_001039348	66927	56150846	56149582	11
5UTR	NM_001039348	66927	56150846	56150074	6
5UTR	NM_001039349	66926	56150034	56149582	7
5UTR	NM_001039349	66926	56150846	56149582	11
5UTR	NM_001039492	24573	106013104	106002997	11
5UTR	NM_001039492	24573	106015299	106002997	9
5UTR	NM_001039492	24573	106015299	106013154	4
5UTR	NM_001039492	24573	106015427	106002997	11
5UTR	NM_001039538	67481	210444824	210489777	3
5UTR	NM_001039538	67481	210489853	210517866	1
5UTR	NM_001039550	39481	220144240	220144520	15
5UTR	NM_001040142	66628	166150645	166152283	1
5UTR	NM_001040143	66624	166150645	166152283	1
5UTR	NM_001042410	41338	220094622	220094950	5
5UTR	NM_001042467	59331	238396080	238402046	3
5UTR	NM_001042519	65540	191045835	191064423	3
5UTR	NM_001042519	65540	191045854	191064423	1
5UTR	NM_001042519	65540	191046135	191064423	1
5UTR	NM_001042520	65539	191045835	191064423	3
5UTR	NM_001042520	65539	191045854	191064423	1
5UTR	NM_001042520	65539	191046135	191064423	1
5UTR	NM_001042521	65538	191045835	191064423	3
5UTR	NM_001042521	65538	191045854	191064423	1
5UTR	NM_001042521	65538	191046135	191064423	1
5UTR	NM_001056	64957	108905526	108910103	1
5UTR	NM_001077191	66119	219125939	219126782	1
5UTR	NM_001077196	66113	178762785	178740650	2
5UTR	NM_001077198	29279	220093156	220092775	5
5UTR	NM_001077198	29279	220093732	220092775	1
5UTR	NM_001077198	29279	220093732	220093204	1
5UTR	NM_001077198	29279	220093732	220093207	3
5UTR	NM_001077198	29279	220094257	220093207	1
5UTR	NM_001077269	66078	175547502	175450339	10
5UTR	NM_001077427	65377	133427454	133426110	2
5UTR	NM_001079866	65488	219524466	219525662	7
5UTR	NM_001079866	65488	219525144	219525662	1
5UTR	NM_001079878	59351	98962997	98986402	3
5UTR	NM_001080124	65831	202122877	202131184	2
5UTR	NM_001080475	56918	208890113	208866681	3
5UTR	NM_001083112	58882	157292316	157332610	2
5UTR	NM_001083112	58882	157293025	157332610	2
5UTR	NM_001100422	26722	201171324	201194154	5
5UTR	NM_001100422	26722	201171324	201253946	1
5UTR	NM_001100422	26722	201171645	201194154	9
5UTR	NM_001100422	26722	201194203	201253946	12
5UTR	NM_001100422	26722	201236974	201253946	1
5UTR	NM_001100423	26721	201171324	201194154	5
5UTR	NM_001100423	26721	201171324	201253946	1
5UTR	NM_001100423	26721	201171645	201194154	9
5UTR	NM_001100423	26721	201194203	201253946	12
5UTR	NM_001100423	26721	201236974	201253946	1
5UTR	NM_001100424	3123	201171324	201194154	5
5UTR	NM_001100424	3123	201171324	201253946	1
5UTR	NM_001100424	3123	201171645	201194154	9
5UTR	NM_001100424	3123	201194203	201253946	12
5UTR	NM_001100424	3123	201236974	201253946	1
5UTR	NM_001100623	65036	131862971	131878507	5
5UTR	NM_001103146	8414	233562102	233568134	6
5UTR	NM_001103146	8414	233565364	233568134	2
5UTR	NM_001103146	8414	233568199	233599865	1
5UTR	NM_001103146	8414	233589401	233599865	2
5UTR	NM_001103146	8414	233599196	233599865	2
5UTR	NM_001103147	58242	233562102	233568134	6
5UTR	NM_001103147	58242	233565364	233568134	2
5UTR	NM_001103147	58242	233568199	233599865	1
5UTR	NM_001103147	58242	233589401	233599865	2
5UTR	NM_001103147	58242	233599196	233599865	2
5UTR	NM_001103148	47480	233568199	233599865	1
5UTR	NM_001103148	47480	233589401	233599865	2
5UTR	NM_001103148	47480	233599196	233599865	2
5UTR	NM_001104586	47626	203777047	203782600	2
5UTR	NM_001104586	47626	203782766	203806583	2
5UTR	NM_001104586	47626	203789138	203806583	2
5UTR	NM_001105	64974	158674781	158656012	1
5UTR	NM_001105	64974	158674897	158656012	5
5UTR	NM_001105	64974	158683040	158675071	1
5UTR	NM_001105	64974	158732308	158675071	1
5UTR	NM_001105198	65006	120436801	120438408	2
5UTR	NM_001105198	65006	120436852	120438408	1
5UTR	NM_001105199	65005	120436801	120438408	2
5UTR	NM_001105199	65005	120436852	120438408	1
5UTR	NM_001105537	54538	219524092	219523758	2
5UTR	NM_001111067	65329	158674781	158656012	1
5UTR	NM_001111067	65329	158674897	158656012	5
5UTR	NM_001111067	65329	158683040	158675071	1
5UTR	NM_001111067	65329	158732308	158675071	1
5UTR	NM_001112800	64805	40679044	40657441	1
5UTR	NM_001112800	64805	40679044	40657444	2
5UTR	NM_001112800	64805	40680301	40657444	3
5UTR	NM_001112800	64805	40739489	40657441	2
5UTR	NM_001112800	64805	40739489	40657444	1
5UTR	NM_001112801	64804	40679044	40657441	1
5UTR	NM_001112801	64804	40679044	40657444	2
5UTR	NM_001112801	64804	40680301	40657444	3
5UTR	NM_001112801	64804	40739489	40657441	2
5UTR	NM_001112801	64804	40739489	40657444	1
5UTR	NM_001112802	65206	40679044	40657441	1
5UTR	NM_001112802	65206	40679044	40657444	2
5UTR	NM_001112802	65206	40680301	40657444	3
5UTR	NM_001112802	65206	40739489	40657441	2
